	race_id	horse_id	jockey_id	trainer_id	rank	sex	age	weight	weight_diff	tansho_odds	popularity	impost	wakuban	umaban
3773	202305030103	2020103173	1178	1182	9	2	3	474	-8	281.7	14	56.0	1	2
3777	202305030103	2020103838	1077	1102	13	0	3	532	2	30.9	8	56.0	2	3
3774	202305030103	2020101223	1117	1174	10	0	3	502	-4	380.9	15	56.0	2	4
3767	202305030103	2020102347	1140	1125	3	0	3	470	-2	14.0	7	56.0	3	5
3768	202305030103	2020102793	1122	1068	4	2	3	484	2	6.5	4	56.0	3	6
3776	202305030103	2020103085	1096	1165	12	0	3	504	2	97.8	12	56.0	4	7
3780	202305030103	2020103507	422	1163	16	0	3	496	-8	8.6	6	56.0	4	8
3779	202305030103	2020101426	1169	1094	15	1	3	504	0	210.3	13	54.0	5	9
3769	202305030103	2020106013	1009	1143	5	0	3	490	4	78.7	10	56.0	5	10
3775	202305030103	2020103227	1043	1079	11	0	3	498	-4	94.1	11	56.0	6	11
3771	202305030103	2020103461	5585	1017	7	0	3	522	-4	8.1	5	56.0	6	12
3765	202305030103	2020110020	733	1054	1	0	3	474	0	3.3	1	56.0	7	13
3772	202305030103	2020101150	1161	1115	8	0	3	496	-8	5.0	2	56.0	7	14
3778	202305030103	2020103989	1207	1005	14	0	3	440	2	435.1	16	53.0	8	15
3770	202305030103	2020102090	1029	1179	6	0	3	478	0	49.0	9	56.0	8	16
3790	202305030104	2020101725	1135	1124	10	0	3	540	-4	337.5	14	56.0	1	1
3781	202305030104	2020106677	1150	1190	1	0	3	432	0	4.2	3	56.0	1	2
3787	202305030104	2020105161	1184	1156	7	0	3	480	8	28.0	7	54.0	2	3
3783	202305030104	2020103728	5585	1038	3	2	3	492	-4	3.7	1	56.0	2	4
3784	202305030104	2020104829	641	1191	4	0	3	486	-6	3.8	2	56.0	3	5
3794	202305030104	2020104433	1109	1103	14	0	3	492	-4	65.8	8	56.0	3	6
3796	202305030104	2020105271	1197	1010	16	0	3	432	-2	211.8	12	53.0	4	7
3793	202305030104	2020104635	1096	421	13	0	3	432	6	105.3	10	56.0	4	8
3791	202305030104	2020105658	1127	1035	11	0	3	440	-8	274.0	13	56.0	5	9
3786	202305030104	2020105788	1009	1112	6	0	3	468	-8	90.2	9	56.0	5	10
3785	202305030104	2020101358	5212	1109	5	0	3	446	2	4.6	4	56.0	6	11
3782	202305030104	2020105183	1170	1026	2	1	3	418	0	8.9	5	54.0	6	12
3788	202305030104	2020103623	1178	1086	8	0	3	460	2	205.4	11	56.0	7	13
3789	202305030104	2020103134	5386	1017	9	0	3	528	0	14.8	6	56.0	7	14
3792	202305030104	2020102789	1207	1124	12	1	3	484	2	359.0	15	51.0	8	15
3795	202305030104	2020105777	1134	428	15	1	3	410	0	366.7	16	54.0	8	16
3800	202305030105	2021101197	726	437	4	1	2	452	0	134.4	9	55.0	1	1
3801	202305030105	2021103303	733	1134	5	0	2	446	0	31.3	6	55.0	2	2
3802	202305030105	2021105273	1170	1094	6	0	2	478	0	22.1	5	55.0	3	3
3805	202305030105	2021104733	1207	1005	9	1	2	452	0	72.7	8	52.0	4	4
3803	202305030105	2021102997	1077	1192	7	1	2	410	0	13.9	4	55.0	5	5
3798	202305030105	2021101042	5386	1172	2	0	2	460	0	4.5	2	55.0	6	6
3804	202305030105	2021103465	1091	1051	8	0	2	464	0	59.6	7	55.0	7	7
3797	202305030105	2021105744	5585	1147	1	0	2	504	0	1.4	1	55.0	8	8
3799	202305030105	2021110055	1140	427	3	0	2	464	0	9.1	3	55.0	8	9
3818	202305030106	2020105544	1085	1054	13	0	3	454	8	8.1	3	56.0	1	1
3809	202305030106	2020105313	1092	1114	4	0	3	434	-4	8.4	4	56.0	1	2
3810	202305030106	2020102178	1167	1125	5	1	3	478	0	17.7	7	54.0	2	3
3814	202305030106	2020100822	1177	417	9	0	3	454	-8	69.0	11	54.0	2	4
3817	202305030106	2020104047	1201	1056	12	0	3	446	-16	421.1	16	53.0	3	5
3813	202305030106	2020105953	1029	1134	8	1	3	472	10	111.9	12	54.0	3	6
3811	202305030106	2020100552	1117	1179	6	0	3	440	4	44.5	10	56.0	4	7
3812	202305030106	2020103654	1043	1126	7	2	3	490	-4	3.0	1	56.0	4	8
3816	202305030106	2020104326	1161	1024	11	0	3	416	-6	118.2	13	56.0	5	9
3807	202305030106	2020107095	5386	1093	2	0	3	454	-4	3.2	2	56.0	5	10
3808	202305030106	2020105915	1197	1153	3	1	3	462	-8	9.8	5	51.0	6	11
3806	202305030106	2020103454	1188	1023	1	1	3	474	4	11.2	6	53.0	6	12
3815	202305030106	2020107102	1184	1189	10	0	3	434	-4	36.2	9	54.0	7	13
3819	202305030106	2020100225	1109	1048	14	1	3	454	-2	302.3	15	54.0	7	14
3820	202305030106	2020104401	5212	412	15	1	3	508	-12	26.1	8	54.0	8	15
3821	202305030106	2020105085	689	1131	16	0	3	460	-2	166.8	14	56.0	8	16
3826	202305030107	2019100722	1127	1114	5	0	4	522	0	50.1	10	58.0	1	1
3825	202305030107	2019105144	5386	1097	4	1	4	434	-12	6.9	4	56.0	1	2
3823	202305030107	2020104340	1188	1133	2	0	3	480	2	5.9	3	54.0	2	3
3837	202305030107	2019104299	1203	1116	16	1	4	438	2	167.6	16	53.0	2	4
3835	202305030107	2019104717	1192	423	14	1	4	454	6	96.6	14	55.0	3	5
3831	202305030107	2019103555	1164	1029	10	0	4	468	-10	37.3	8	56.0	3	6
3832	202305030107	2019100709	1184	1056	11	0	4	426	0	172.5	17	56.0	4	7
3838	202305030107	2019101469	1167	1114	17	0	4	518	-4	376.3	18	58.0	4	8
3833	202305030107	2020102646	1075	1153	12	0	3	478	-6	7.4	5	55.0	5	9
3824	202305030107	2019105187	1170	1097	3	0	4	532	4	4.9	2	58.0	5	10
3822	202305030107	2019100755	1091	1080	1	1	4	444	-2	80.7	13	56.0	6	11
3830	202305030107	2018105051	5585	1070	9	2	5	484	14	3.1	1	58.0	6	12
3828	202305030107	2019100677	1143	1132	7	0	4	448	-4	49.5	9	58.0	7	13
3829	202305030107	2019105524	1205	1195	8	1	4	478	14	53.0	11	53.0	7	14
3834	202305030107	2019104764	1161	1047	13	1	4	434	-2	149.6	15	56.0	7	15
3827	202305030107	2019104135	5212	1109	6	2	4	456	2	11.0	6	58.0	8	16
3839	202305030107	2020106819	1177	1023	18	1	3	446	-4	20.3	7	51.0	8	17
3836	202305030107	2019104871	1197	1038	15	1	4	392	-10	57.6	12	53.0	8	18
3841	202305030108	2020102925	733	1152	2	0	3	458	-2	2.9	1	54.0	1	1
3844	202305030108	2018104791	1178	1086	5	0	5	482	2	17.0	5	58.0	2	2
3843	202305030108	2020103693	5386	1102	4	0	3	440	-6	3.1	2	54.0	3	3
3842	202305030108	2020103685	5585	1070	3	0	3	434	0	3.4	3	54.0	4	4
3840	202305030108	2020100254	1096	423	1	2	3	474	0	4.4	4	54.0	5	5
3845	202305030108	2019100773	1091	1052	6	0	4	502	2	47.2	6	58.0	6	6
3849	202305030109	2019104688	1075	1160	4	1	4	454	4	44.1	14	56.0	1	1
3847	202305030109	2019106491	1150	1141	2	1	4	462	2	20.9	11	56.0	1	2
3846	202305030109	2020100418	1188	1023	1	1	3	466	0	7.1	3	52.0	2	3
3858	202305030109	2018103035	1091	1050	13	1	5	468	2	19.5	10	56.0	2	4
3857	202305030109	2019109109	1184	1152	12	1	4	452	6	193.7	16	54.0	3	5
3853	202305030109	2018104511	5585	399	8	1	5	490	-6	7.1	2	56.0	3	6
3854	202305030109	2018105316	1135	1195	9	1	5	464	-4	16.3	9	56.0	4	7
3850	202305030109	2019105510	1092	1038	5	1	4	516	-2	15.9	8	56.0	4	8
3859	202305030109	2019105101	1043	1017	14	1	4	496	-2	34.3	13	56.0	5	9
3856	202305030109	2020103367	1140	1058	11	1	3	472	-2	8.0	4	53.0	5	10
3860	202305030109	2019100635	1170	1092	15	1	4	488	-12	15.5	7	56.0	6	11
3848	202305030109	2019106895	1122	1059	3	1	4	498	0	3.6	1	56.0	6	12
3852	202305030109	2019105634	1119	1132	7	1	4	470	-2	74.8	15	56.0	7	13
3861	202305030109	2019105525	5386	420	16	1	4	440	8	29.0	12	56.0	7	14
3851	202305030109	2019105063	1205	1175	6	1	4	504	6	13.1	6	53.0	8	15
3855	202305030109	2018104439	1197	1052	10	1	5	474	4	9.4	5	53.0	8	16
3866	202305030110	2019101708	5386	1159	5	1	4	430	-10	5.5	4	54.0	1	1
3868	202305030110	2017102518	1201	1077	7	2	6	486	-6	140.3	9	51.0	2	2
3862	202305030110	2020109067	1150	1027	1	1	3	470	-2	3.0	1	53.0	3	3
3865	202305030110	2016100634	1164	437	4	1	7	426	-2	81.7	8	50.0	4	4
3871	202305030110	2018105874	1135	1109	10	1	5	464	2	9.3	6	54.0	5	5
3870	202305030110	2018105873	1188	437	9	0	5	508	8	146.6	10	53.0	6	6
3869	202305030110	2017105070	1091	1050	8	1	6	464	-8	9.3	5	52.0	7	7
3863	202305030110	2019105529	5585	1017	2	0	4	496	-2	3.5	2	58.0	7	8
3864	202305030110	2018103957	1043	1079	3	0	5	476	4	4.9	3	57.0	8	9
3867	202305030110	2018104775	1197	1010	6	0	5	486	-10	52.6	7	54.0	8	10
3886	202305030111	2016100285	733	1054	15	0	7	548	-6	386.0	16	58.0	1	1
3872	202305030111	2018106428	1140	1145	1	0	5	508	-2	4.4	3	58.0	1	2
3880	202305030111	2017100358	5386	1082	9	0	6	516	2	23.5	8	58.0	2	3
3873	202305030111	2018104907	5585	399	2	0	5	482	-8	3.6	1	58.0	2	4
3878	202305030111	2016105472	1091	1088	7	2	7	484	0	231.7	14	58.0	3	5
3883	202305030111	2018103116	1170	1172	12	0	5	498	4	6.6	4	58.0	3	6
3887	202305030111	2018105169	1077	1092	16	1	5	424	2	21.3	7	56.0	4	7
3879	202305030111	2018103301	1117	1043	8	0	5	526	-6	14.2	6	58.0	4	8
3876	202305030111	2019105609	1043	1159	5	0	4	494	-6	42.5	10	58.0	5	9
3885	202305030111	2019105204	1150	1148	14	0	4	476	2	93.8	13	57.0	5	10
3882	202305030111	2016104696	1122	1070	11	0	7	542	4	48.5	12	58.0	6	11
3875	202305030111	2017103617	1075	1067	4	0	6	500	-6	44.3	11	60.0	6	12
3881	202305030111	2018105954	1092	1069	10	0	5	512	0	11.9	5	58.0	7	13
3877	202305030111	2017104232	1096	1088	6	0	6	498	0	34.1	9	58.0	7	14
3874	202305030111	2017100376	1188	1137	3	2	6	468	-6	4.1	2	58.0	8	15
3884	202305030111	2015103109	1178	1196	13	0	8	500	-4	248.7	15	58.0	8	16
3897	202305030112	2019100731	422	1174	10	1	4	480	-6	185.7	13	56.0	1	1
3898	202305030112	2020105489	5386	1076	11	0	3	466	-6	15.5	6	55.0	1	2
3894	202305030112	2020102161	1205	1010	7	1	3	434	0	21.7	9	50.0	2	3
3892	202305030112	2020102468	1096	1008	5	0	3	494	0	59.9	11	55.0	2	4
3888	202305030112	2020103198	1170	1167	1	1	3	448	-4	3.2	1	53.0	3	5
3893	202305030112	2020105949	1117	1134	6	0	3	466	-2	17.3	8	55.0	3	6
3890	202305030112	2020103044	1075	1067	3	0	3	510	8	8.4	4	55.0	4	7
3896	202305030112	2019102186	1029	1043	9	1	4	432	4	84.9	12	56.0	4	8
3899	202305030112	2020103721	1140	1169	12	0	3	444	-2	35.8	10	55.0	5	9
3902	202305030112	2019106964	1134	428	15	1	4	452	-22	420.7	16	56.0	5	10
3891	202305030112	2020106983	1085	1187	4	0	3	514	4	5.0	3	55.0	6	11
3901	202305030112	2019106149	1077	1106	14	1	4	450	2	260.1	14	56.0	6	12
3895	202305030112	2020105147	1153	1152	8	0	3	430	-4	15.7	7	55.0	7	13
3900	202305030112	2020106973	1135	428	13	0	3	442	-10	328.1	15	55.0	7	14
3903	202305030112	2020105049	1150	1156	16	2	3	444	0	4.2	2	55.0	8	15
3889	202305030112	2020106386	1184	1027	2	1	3	492	2	10.8	5	51.0	8	16
4071	202305030201	2020107089	1091	1103	8	1	3	442	-4	48.4	9	54.0	1	1
4076	202305030201	2020105948	1174	1059	13	1	3	450	-4	18.2	6	54.0	1	2
4070	202305030201	2020101175	1140	1125	7	1	3	458	4	223.3	13	54.0	2	3
4078	202305030201	2020101868	1161	1115	15	1	3	496	14	242.4	14	54.0	2	4
4073	202305030201	2020100228	1177	405	10	1	3	476	2	454.6	16	52.0	3	5
4072	202305030201	2020105291	1171	1153	9	1	3	500	-8	19.5	8	54.0	3	6
4075	202305030201	2020103882	1188	1153	12	1	3	462	4	108.0	10	53.0	4	7
4079	202305030201	2020101047	1184	1171	16	1	3	420	-3	194.0	12	52.0	4	8
4069	202305030201	2020102251	1109	1043	6	1	3	428	12	311.6	15	54.0	5	9
4074	202305030201	2020100895	1205	1125	11	1	3	494	-6	181.9	11	51.0	5	10
4066	202305030201	2020103221	1096	1027	3	1	3	442	2	4.3	3	54.0	6	11
4065	202305030201	2020105578	1197	1152	2	1	3	432	-4	6.9	4	51.0	6	12
4068	202305030201	2020105056	733	1134	5	1	3	482	-8	18.5	7	54.0	7	13
4064	202305030201	2020103470	1170	1187	1	1	3	434	4	2.9	1	54.0	7	14
4077	202305030201	2020102235	1192	1020	14	1	3	474	0	13.9	5	53.0	8	15
4067	202305030201	2020102668	422	1190	4	1	3	466	0	3.9	2	54.0	8	16
4089	202305030202	2020103897	1171	1048	10	1	3	424	-6	288.7	14	54.0	1	1
4083	202305030202	2020103628	1092	1068	4	1	3	460	2	7.3	4	54.0	1	2
4092	202305030202	2020103341	1184	1108	13	0	3	540	0	91.0	13	54.0	2	3
4081	202305030202	2020106171	5339	1081	2	0	3	518	-6	2.1	1	56.0	2	4
4087	202305030202	2020103849	1153	1152	8	0	3	486	8	8.8	5	56.0	3	5
4093	202305030202	2020101390	1135	1124	14	0	3	490	-10	298.8	15	56.0	3	6
4086	202305030202	2020105848	1174	1153	7	0	3	520	14	6.5	3	56.0	4	8
4084	202305030202	2020105702	1188	1133	5	1	3	452	-6	28.2	6	53.0	5	9
4090	202305030202	2020103877	1205	1054	11	0	3	488	4	49.3	9	53.0	5	10
4091	202305030202	2020103535	1169	1064	12	0	3	446	-2	38.7	8	56.0	6	11
4094	202305030202	2020100339	1091	1108	15	0	3	484	2	49.7	10	56.0	6	12
4080	202305030202	2020103119	1170	1150	1	0	3	508	-12	5.3	2	56.0	7	13
4082	202305030202	2020104085	422	1179	3	0	3	502	0	28.6	7	56.0	7	14
4088	202305030202	2020105637	1179	1103	9	2	3	478	-24	72.6	12	56.0	8	15
4085	202305030202	2020103504	1203	420	6	0	3	498	-4	58.6	11	53.0	8	16
4105	202305030203	2020102530	1205	1125	11	0	3	440	-8	93.2	13	53.0	1	1
4111	202305030203	2020106242	1043	1047	17	1	3	532	6	394.7	15	54.0	1	2
4098	202305030203	2020100759	733	1134	4	1	3	462	0	17.2	8	54.0	2	3
4109	202305030203	2020100839	1108	1063	15	1	3	474	18	562.6	18	54.0	2	4
4104	202305030203	2020106515	1115	1070	10	1	3	466	0	7.7	3	54.0	3	5
4103	202305030203	2020104028	1161	1090	9	1	3	438	8	457.4	16	54.0	3	6
4110	202305030203	2020100651	1085	1119	16	1	3	526	6	477.2	17	54.0	4	7
4095	202305030203	2020106234	1163	1112	1	0	3	454	4	10.6	5	56.0	4	8
4101	202305030203	2020103927	1188	1167	7	1	3	434	-4	50.4	11	53.0	5	9
4099	202305030203	2020101845	1088	1068	5	1	3	416	0	6.7	2	54.0	5	10
4102	202305030203	2020106900	1075	1165	8	1	3	446	16	34.5	9	54.0	6	11
4106	202305030203	2020106875	666	1191	12	0	3	496	-4	71.7	12	56.0	6	12
4108	202305030203	2020103875	1140	412	14	0	3	466	-4	10.4	4	56.0	7	13
4096	202305030203	2020105782	1091	412	2	1	3	436	4	13.6	7	54.0	7	14
4097	202305030203	2020104732	1122	1147	3	0	3	454	2	2.2	1	56.0	7	15
4107	202305030203	2020101424	1207	1171	13	1	3	458	0	347.9	14	51.0	8	17
4100	202305030203	2020106681	1117	1145	6	0	3	522	2	45.1	10	56.0	8	18
4120	202305030204	2020102953	1161	1115	8	0	3	466	-1	116.2	14	56.0	1	1
4116	202305030204	2020106028	1188	1133	4	0	3	434	-8	111.2	12	55.0	1	2
4128	202305030204	2020102597	1179	1088	16	0	3	524	2	4.7	2	56.0	2	3
4114	202305030204	2020105091	1173	1179	2	0	3	472	-4	6.5	4	56.0	2	4
4117	202305030204	2020105212	1091	1080	5	0	3	470	-2	12.6	6	56.0	3	5
4126	202305030204	2020103860	1174	1059	14	0	3	454	0	12.8	7	56.0	3	6
4127	202305030204	2020102727	1127	1153	15	0	3	484	0	8.8	5	56.0	4	7
4119	202305030204	2020106562	1009	1096	7	0	3	470	-4	32.8	10	56.0	4	8
4121	202305030204	2020102210	5339	1023	9	0	3	486	-2	4.8	3	56.0	5	9
4118	202305030204	2020100407	1197	1182	6	1	3	416	4	64.9	11	51.0	5	10
4122	202305030204	2020100018	1029	1035	10	0	3	456	-4	111.7	13	56.0	6	11
4123	202305030204	2020101946	1164	1174	11	1	3	448	-4	26.6	9	52.0	6	12
4125	202305030204	2020105061	1207	1005	13	0	3	446	-4	325.1	16	53.0	7	13
4113	202305030204	2020107061	1043	1131	1	0	3	448	0	3.9	1	56.0	7	14
4124	202305030204	2020102404	422	437	12	0	3	476	-8	141.2	15	56.0	8	15
4115	202305030204	2020101045	1096	1100	3	1	3	450	0	25.4	8	54.0	8	16
4130	202305030205	2021105643	5339	1126	2	1	2	470	0	1.8	1	55.0	1	1
4138	202305030205	2021102105	1150	1020	10	1	2	456	0	93.7	10	55.0	2	2
4134	202305030205	2021101685	1096	423	6	1	2	430	0	27.4	7	55.0	3	3
4129	202305030205	2021107179	5585	1038	1	1	2	446	0	3.8	2	55.0	4	4
4132	202305030205	2021105122	1126	1106	4	1	2	482	0	8.9	3	55.0	5	5
4136	202305030205	2021101724	666	1141	8	1	2	476	0	51.2	8	55.0	6	6
4135	202305030205	2021104777	1163	1086	7	1	2	452	0	15.1	5	55.0	6	7
4137	202305030205	2021100053	1197	1108	9	1	2	440	0	52.4	9	52.0	7	8
4131	202305030205	2021106834	1170	1169	3	1	2	430	0	13.6	4	55.0	7	9
4133	202305030205	2021105613	1140	1164	5	1	2	470	0	19.6	6	55.0	8	10
4139	202305030205	2021107225	1184	1005	11	1	2	404	0	283.1	11	53.0	8	11
4145	202305030206	2021102280	1184	1171	6	0	2	458	0	19.5	5	53.0	1	1
4148	202305030206	2021106955	733	1005	9	0	2	452	0	97.5	8	55.0	2	2
4147	202305030206	2021102804	1077	1106	8	1	2	444	0	24.0	6	55.0	3	3
4142	202305030206	2021105773	1174	1110	3	0	2	482	0	6.0	3	55.0	4	4
4146	202305030206	2021101639	1150	1119	7	0	2	442	0	61.7	7	55.0	5	5
4144	202305030206	2021100825	1135	1074	5	0	2	432	0	126.8	9	55.0	6	6
4141	202305030206	2021105121	1170	1114	2	1	2	400	0	9.2	4	55.0	7	7
4143	202305030206	2021104829	5386	1153	4	1	2	498	0	5.1	2	55.0	8	8
4140	202305030206	2021105668	5585	1027	1	0	2	484	0	1.7	1	55.0	8	9
4152	202305030207	2019107009	1197	1156	4	1	4	424	2	47.7	6	53.0	1	1
4156	202305030207	2017101882	1126	1135	8	1	6	482	4	20.3	5	56.0	2	2
4151	202305030207	2019105643	5585	1038	3	1	4	424	-8	5.8	3	56.0	3	3
4155	202305030207	2020104778	1161	1063	7	1	3	468	0	49.0	7	53.0	4	4
4154	202305030207	2019104839	1171	1107	6	1	4	432	-8	4.2	2	56.0	5	5
4157	202305030207	2020105152	1201	1152	9	1	3	416	-4	99.6	8	50.0	6	6
4150	202305030207	2019100777	1091	1195	2	1	4	420	-10	7.2	4	56.0	7	7
4149	202305030207	2020103641	1170	399	1	1	3	486	12	1.7	1	53.0	7	8
4153	202305030207	2019106851	1127	417	5	1	4	400	4	107.4	10	56.0	8	9
4158	202305030207	2017101761	1205	1179	10	1	6	490	-1	106.7	9	53.0	8	10
4163	202305030208	2020102120	1171	1086	5	0	3	490	0	136.0	12	55.0	1	1
4162	202305030208	2020105939	1091	1133	4	0	3	462	0	26.5	7	55.0	1	2
4174	202305030208	2019106339	1179	1192	16	0	4	452	-15	163.6	13	58.0	2	3
4173	202305030208	2020105770	1197	1010	15	0	3	462	2	248.9	14	52.0	2	4
4161	202305030208	2020101412	1131	1189	3	0	3	496	4	15.7	4	55.0	3	5
4164	202305030208	2020102796	1140	1116	6	0	3	484	4	4.3	2	55.0	3	6
4170	202305030208	2020100677	1150	1127	12	0	3	486	0	25.7	6	55.0	4	7
4165	202305030208	2020106221	1184	1171	7	0	3	480	-2	46.1	8	53.0	4	8
4167	202305030208	2020100847	1092	1100	9	0	3	498	-8	71.0	9	55.0	5	9
4172	202305030208	2019101228	1205	1125	14	0	4	498	2	531.0	16	55.0	5	10
4166	202305030208	2020104855	1122	1187	8	1	3	476	4	25.1	5	53.0	6	11
4159	202305030208	2020103307	5339	1126	1	0	3	490	-2	4.7	3	55.0	6	12
4168	202305030208	2020109094	1170	1147	10	0	3	498	-6	83.6	10	55.0	7	13
4160	202305030208	2020100631	1077	1106	2	0	3	536	-4	1.8	1	55.0	7	14
4169	202305030208	2020104744	1201	423	11	1	3	488	-4	112.6	11	50.0	8	15
4171	202305030208	2018103486	1153	1096	13	0	5	474	0	521.2	15	58.0	8	16
4182	202305030209	2018106426	1096	1089	8	0	5	468	-8	165.8	7	58.0	1	1
4178	202305030209	2018104841	422	1187	4	0	5	472	0	6.8	4	58.0	2	2
4176	202305030209	2018102718	1163	1121	2	1	5	466	4	6.3	2	56.0	3	3
4183	202305030209	2015101581	1117	1131	9	2	8	446	2	351.9	9	58.0	4	4
4180	202305030209	2018105237	5585	1175	6	0	5	456	0	6.6	3	58.0	5	5
4177	202305030209	2017101230	1188	1141	3	0	6	490	-4	214.4	8	58.0	6	6
4179	202305030209	2019104455	1115	399	5	1	4	474	-4	23.9	5	56.0	7	7
4181	202305030209	2016102550	5212	1124	7	0	7	484	-2	65.4	6	58.0	8	8
4175	202305030209	2020103650	5339	1103	1	0	3	462	-2	1.3	1	55.0	8	9
4184	202305030210	2019105075	1126	1117	1	0	4	524	-2	11.5	6	58.0	1	1
4196	202305030210	2018103736	1170	1113	13	0	5	498	-10	22.4	9	58.0	1	2
4197	202305030210	2019102869	1088	1159	14	0	4	532	-2	7.3	4	58.0	2	3
4198	202305030210	2018101616	1085	425	15	0	5	504	0	15.4	7	58.0	2	4
4186	202305030210	2019101907	1077	1028	3	0	4	514	4	27.6	10	58.0	3	5
4185	202305030210	2015110028	1163	1054	2	0	8	512	4	288.6	15	58.0	3	6
4194	202305030210	2017101109	1032	1033	11	0	6	490	-6	336.9	16	58.0	4	7
4189	202305030210	2019105170	422	1145	6	0	4	490	0	9.7	5	58.0	4	8
4195	202305030210	2019103920	5339	1087	12	0	4	470	2	3.6	1	58.0	5	9
4193	202305030210	2015100894	684	1044	10	2	8	476	-4	155.5	13	58.0	5	10
4192	202305030210	2018100994	1197	1169	9	0	5	510	0	66.7	11	58.0	6	11
4188	202305030210	2019101741	5585	1119	5	0	4	504	0	4.7	2	58.0	6	12
4190	202305030210	2018106560	666	1062	7	0	5	480	0	20.2	8	58.0	7	13
4191	202305030210	2019103529	5386	429	8	1	4	466	0	5.1	3	56.0	7	14
4187	202305030210	2018105833	660	1078	4	0	5	528	4	98.9	12	58.0	8	15
4216	202305030211	2016106453	1117	420	17	0	7	490	-2	147.1	16	58.0	1	1
4214	202305030211	2018105069	1032	1161	15	1	5	480	-6	37.0	12	56.0	1	2
4204	202305030211	2018100274	666	1062	5	0	5	508	-4	8.0	5	58.0	2	3
4201	202305030211	2019104462	5585	1137	2	0	4	486	0	5.8	3	58.0	2	4
4206	202305030211	2018105233	1088	1105	7	1	5	486	-2	5.5	2	56.0	3	5
4212	202305030211	2019103034	5212	438	13	0	4	466	2	67.1	14	58.0	3	6
4203	202305030211	2019104476	1171	1157	4	0	4	492	6	19.0	8	58.0	4	7
4217	202305030211	2020101533	1163	1105	18	0	3	474	-2	166.9	17	54.0	4	8
4213	202305030211	2020103075	422	1119	14	0	3	504	4	35.5	11	54.0	5	9
4208	202305030211	2018100382	1126	1071	9	0	5	502	-10	10.8	6	58.0	5	10
4209	202305030211	2018105402	1174	1067	10	0	5	480	-4	11.7	7	58.0	6	11
4215	202305030211	2019105213	1170	1117	16	1	4	448	-4	29.9	9	56.0	6	12
4205	202305030211	2019105496	1140	1191	6	0	4	506	2	31.9	10	58.0	7	13
4202	202305030211	2018110007	5339	1038	3	0	5	490	0	4.2	1	58.0	7	14
4210	202305030211	2019100965	660	1044	11	0	4	488	-4	145.9	15	58.0	7	15
4211	202305030211	2017110151	1115	1070	12	0	6	526	0	226.1	18	58.0	8	16
4207	202305030211	2017101429	1122	1097	8	0	6	510	0	54.8	13	58.0	8	17
4200	202305030211	2018105355	5386	1163	1	1	5	480	-8	7.4	4	56.0	8	18
4230	202305030212	2018101929	1161	1123	13	0	5	516	-4	181.0	15	58.0	2	2
4228	202305030212	2017101804	1174	1110	11	0	6	478	2	46.6	10	58.0	2	3
4231	202305030212	2018104640	1158	1029	14	1	5	474	2	56.1	11	56.0	3	4
4225	202305030212	2018104365	1122	1094	8	0	5	508	-2	46.0	9	58.0	3	5
4222	202305030212	2019105587	1164	1029	5	0	4	462	0	26.4	8	58.0	4	6
4221	202305030212	2020102784	5212	1132	4	0	3	434	0	4.9	3	55.0	4	7
4226	202305030212	2017100524	660	1195	9	0	6	476	-6	18.2	6	58.0	5	8
4220	202305030212	2018105762	1140	1051	3	0	5	482	2	4.6	2	58.0	5	9
4229	202305030212	2018104596	1043	1048	12	1	5	430	0	70.7	12	56.0	6	10
4219	202305030212	2019100723	5386	1085	2	0	4	460	-16	19.9	7	58.0	6	11
4218	202305030212	2020110105	1126	427	1	0	3	516	2	2.4	1	55.0	7	12
4223	202305030212	2018102338	684	1093	6	1	5	448	0	103.5	13	56.0	7	13
4227	202305030212	2019106513	422	1059	10	1	4	508	-4	15.6	5	56.0	8	14
4224	202305030212	2016105576	1184	1195	7	0	7	504	-4	174.4	14	58.0	8	15
4402	202305030301	2019106471	1120	1063	6	0	4	474	-8	115.2	9	60.0	1	1
4401	202305030301	2019102792	1113	1031	5	0	4	482	10	98.2	8	60.0	2	2
4405	202305030301	2019103565	1069	1167	9	0	4	512	-6	8.5	3	60.0	3	3
4399	202305030301	2018105333	1123	1059	3	0	5	494	-10	3.4	2	60.0	4	4
4403	202305030301	2020102586	1067	1151	7	0	3	460	-10	29.0	6	58.0	5	5
4400	202305030301	2019102754	1087	1080	4	0	4	422	-4	16.0	4	60.0	6	6
4398	202305030301	2019101488	1061	1056	2	0	4	458	4	25.1	5	60.0	7	7
4404	202305030301	2018103483	1149	1108	8	0	5	504	4	47.5	7	60.0	8	8
4397	202305030301	2019100641	1059	1064	1	0	4	532	-10	1.4	1	60.0	8	9
4411	202305030302	2020105128	1118	1081	6	1	3	476	-6	28.3	7	54.0	1	1
4406	202305030302	2020103223	5339	1192	1	1	3	490	6	3.3	2	54.0	1	2
4420	202305030302	2020106187	684	1165	15	1	3	454	0	258.8	12	54.0	2	3
4413	202305030302	2020103180	1164	1010	8	1	3	448	10	186.6	10	52.0	2	4
4409	202305030302	2020100867	1096	1116	4	1	3	454	4	3.9	3	54.0	3	5
4412	202305030302	2020109108	1188	1189	7	1	3	420	-2	75.8	8	53.0	3	6
4407	202305030302	2020105055	1162	1048	2	1	3	440	-6	2.3	1	54.0	4	7
4408	202305030302	2020101956	1075	405	3	1	3	408	8	19.9	6	54.0	4	8
4410	202305030302	2020106990	1184	1100	5	1	3	454	0	309.5	13	52.0	5	9
