	race_id	horse_id	jockey_id	trainer_id	rank	sex	age	weight	weight_diff	tansho_odds	popularity	impost	wakuban	umaban
3087	202305021105	2020101454	1009	1143	8	0	3	432	2	149.7	13	56.0	4	8
3088	202305021105	2020105152	733	1152	9	1	3	420	-2	56.7	7	54.0	5	9
3097	202305021105	2020106710	1127	1048	18	0	3	460	0	623.2	18	56.0	5	10
3094	202305021105	2020106767	1205	1008	15	0	3	432	-10	193.6	14	53.0	6	11
3096	202305021105	2020103137	1122	1097	17	1	3	438	0	57.2	8	54.0	6	12
3081	202305021105	2020100074	1085	1054	2	0	3	496	2	5.1	3	56.0	7	13
3082	202305021105	2020103410	5339	1191	3	1	3	426	6	1.6	1	54.0	7	14
3093	202305021105	2020105005	1096	1090	14	0	3	476	0	120.7	12	56.0	7	15
3095	202305021105	2020105943	1197	1109	16	1	3	408	-4	282.3	16	51.0	8	16
3086	202305021105	2020102948	1184	1171	7	0	3	458	-4	17.4	4	54.0	8	17
3080	202305021105	2020100406	1179	1068	1	0	3	460	8	4.3	2	56.0	8	18
3099	202305021106	2020103048	1088	1039	2	0	3	446	2	2.5	1	56.0	1	1
3102	202305021106	2020100606	5386	1177	5	0	3	500	10	3.2	2	56.0	2	2
3105	202305021106	2020103199	1085	1112	8	0	3	452	-4	58.5	8	56.0	3	3
3100	202305021106	2020103524	5585	1038	3	0	3	504	4	3.9	3	56.0	4	4
3104	202305021106	2020103329	5212	1105	7	0	3	554	2	10.4	5	56.0	5	5
3098	202305021106	2020101921	1179	1159	1	0	3	480	-2	43.0	7	56.0	6	6
3103	202305021106	2020102976	5339	1061	6	0	3	488	4	7.1	4	56.0	7	7
3101	202305021106	2020100941	1188	1100	4	0	3	474	-4	38.6	6	55.0	8	8
3107	202305021107	2020104753	1122	1097	2	0	3	494	0	5.2	2	56.0	1	1
3117	202305021107	2020102903	1158	1124	12	1	3	470	-2	76.8	9	54.0	2	2
3113	202305021107	2020105072	1029	1171	8	1	3	478	4	171.5	11	54.0	3	3
3111	202305021107	2020102934	1170	1103	6	1	3	446	-4	5.8	3	54.0	4	4
3116	202305021107	2020102982	1077	1124	11	1	3	430	2	21.4	8	54.0	4	5
3118	202305021107	2020100882	422	437	13	0	3	438	0	547.7	13	56.0	5	6
3109	202305021107	2020101827	5339	1120	4	1	3	474	8	2.1	1	54.0	5	7
3112	202305021107	2020103241	5585	438	7	1	3	426	-12	12.6	5	54.0	6	8
3110	202305021107	2020105492	1092	1187	5	0	3	454	6	16.7	7	56.0	6	9
3106	202305021107	2020102853	5386	1157	1	0	3	466	2	12.9	6	56.0	7	10
3114	202305021107	2020106429	1197	1052	9	1	3	446	-4	200.1	12	51.0	7	11
3108	202305021107	2020102488	1161	1115	3	0	3	440	8	8.6	4	56.0	8	12
3115	202305021107	2020102535	1207	1005	10	0	3	440	8	106.2	10	53.0	8	13
3131	202305021108	2018104263	1119	1163	13	1	5	438	-2	151.9	14	56.0	1	1
3125	202305021108	2018104517	1161	1177	7	0	5	496	-2	18.6	8	58.0	1	2
3123	202305021108	2019100390	1197	1027	5	1	4	436	0	25.6	9	53.0	2	3
3134	202305021108	2019102159	1207	1005	16	0	4	466	-4	331.2	16	55.0	2	4
3124	202305021108	2019101883	5386	1162	6	0	4	512	0	15.9	6	58.0	3	5
3126	202305021108	2019105436	1122	1027	8	0	4	526	-4	44.3	11	58.0	3	6
3120	202305021108	2019103427	1188	1023	2	0	4	500	2	10.7	5	57.0	4	7
3122	202305021108	2019105344	5585	1038	4	0	4	498	-4	3.5	1	58.0	4	8
3119	202305021108	2019100284	1170	1086	1	0	4	512	-6	4.2	3	58.0	5	9
3129	202305021108	2018104786	1184	1089	11	0	5	518	2	238.0	15	56.0	5	10
3128	202305021108	2018106467	1096	1088	10	1	5	508	0	42.5	10	56.0	6	11
3121	202305021108	2018105544	1077	1108	3	2	5	476	0	4.2	2	58.0	6	12
3127	202305021108	2017101531	1173	1093	9	2	6	446	-2	63.9	12	58.0	7	13
3130	202305021108	2019105083	1179	1102	12	0	4	544	-7	103.1	13	58.0	7	14
3132	202305021108	2019101263	1075	1165	14	0	4	456	-4	9.7	4	58.0	8	15
3133	202305021108	2019104007	1009	1109	15	0	4	504	-4	16.1	7	58.0	8	16
3150	202305021109	2016101058	1127	405	16	2	7	494	0	213.8	15	58.0	1	1
3139	202305021109	2019104465	1122	1150	5	0	4	500	-2	10.8	5	58.0	1	2
3149	202305021109	2019103261	422	1077	15	1	4	486	6	59.5	11	56.0	2	3
3136	202305021109	2019106701	1170	1051	2	0	4	518	0	2.6	1	58.0	2	4
3135	202305021109	2018100994	1197	1169	1	0	5	510	-2	262.8	16	58.0	3	5
3145	202305021109	2019110123	5339	1191	11	0	4	536	-8	6.3	3	58.0	3	6
3140	202305021109	2019106777	733	1134	6	0	4	492	10	26.8	8	58.0	4	7
3141	202305021109	2019101264	1188	1023	7	0	4	498	-4	24.0	7	58.0	4	8
3147	202305021109	2019106119	1077	1172	13	1	4	506	8	142.5	14	56.0	5	9
3142	202305021109	2018106552	1115	1136	8	0	5	516	-2	4.0	2	58.0	5	10
3138	202305021109	2018101817	5212	417	4	0	5	452	-8	37.7	9	58.0	6	11
3146	202305021109	2019100553	1096	1088	12	0	4	512	2	87.4	13	58.0	6	12
3144	202305021109	2019105773	5386	1048	10	0	4	508	2	15.5	6	58.0	7	13
3137	202305021109	2019110112	1179	1133	3	0	4	500	12	45.8	10	58.0	7	14
3143	202305021109	2017104092	1043	1110	9	2	6	484	6	8.2	4	58.0	8	15
3148	202305021109	2018104849	1169	1076	14	0	5	458	0	59.9	12	58.0	8	16
3157	202305021110	2018106336	1179	1132	7	0	5	480	-4	13.5	6	58.0	1	1
3163	202305021110	2016100634	1188	437	13	1	7	428	-20	248.5	14	56.0	2	2
3158	202305021110	2018105183	1043	1079	8	1	5	476	2	16.8	8	56.0	3	3
3161	202305021110	2019104842	1117	1133	11	0	4	518	0	181.8	12	58.0	3	4
3156	202305021110	2018110086	5386	1059	6	2	5	484	8	36.4	10	58.0	4	5
3164	202305021110	2017104345	1181	1026	14	1	6	482	-12	191.6	13	56.0	4	6
3155	202305021110	2017100041	1075	1187	5	1	6	512	4	17.7	9	56.0	5	7
3152	202305021110	2019105293	5585	1070	2	1	4	462	10	2.6	1	56.0	5	8
3160	202305021110	2019102938	1135	1127	10	0	4	490	0	7.7	4	58.0	6	9
3162	202305021110	2018104837	1092	1079	12	0	5	542	-6	14.7	7	58.0	6	10
3154	202305021110	2019105136	1170	1114	4	0	4	538	-12	11.0	5	58.0	7	11
3159	202305021110	2019102146	1184	1171	9	0	4	510	-4	87.6	11	58.0	7	12
3153	202305021110	2018104633	5339	1066	3	0	5	502	-4	7.3	3	58.0	8	13
3151	202305021110	2019110060	1088	1062	1	1	4	450	4	4.7	2	56.0	8	14
3172	202305021111	2015101626	1188	1059	8	2	8	510	8	375.4	16	57.0	1	1
3177	202305021111	2018105545	1096	1154	13	0	5	498	0	149.1	11	57.0	1	2
3175	202305021111	2017110174	5429	1055	11	0	6	518	4	96.7	9	57.0	2	3
3170	202305021111	2018103819	1115	1098	6	2	5	482	-8	9.2	4	57.0	2	4
3171	202305021111	2018104919	422	1145	7	0	5	532	-2	7.9	3	57.0	3	5
3168	202305021111	2017105789	1009	1083	4	0	6	468	-8	304.4	15	57.0	3	6
3166	202305021111	2019105972	1179	1092	2	0	4	486	-2	11.8	5	57.0	4	7
3179	202305021111	2016100546	1170	1172	15	0	7	528	6	18.9	6	59.0	4	8
3178	202305021111	2014104841	1169	1002	14	0	9	492	0	291.2	14	58.0	5	9
3180	202305021111	2016105952	1197	1090	16	0	7	496	-12	261.7	13	57.0	5	10
3174	202305021111	2017103283	1092	1176	10	0	6	438	-6	50.7	8	57.0	6	11
3176	202305021111	2017100167	1127	1179	12	1	6	460	0	116.9	10	55.0	6	12
3167	202305021111	2015104714	733	1097	3	0	8	514	0	186.0	12	57.0	7	13
3173	202305021111	2017106084	1037	1072	9	0	6	520	-12	26.1	7	58.0	7	14
3169	202305021111	2018105452	5585	1070	5	0	5	518	-4	5.1	2	58.0	8	15
3165	202305021111	2019103879	1088	1088	1	0	4	498	2	1.7	1	58.0	8	16
3193	202305021112	2017105573	5386	1145	13	2	6	492	-18	28.9	7	58.0	1	1
3188	202305021112	2018103730	1179	1194	8	0	5	510	-8	64.5	12	58.0	1	2
3194	202305021112	2018101033	1149	1141	14	2	5	476	0	223.7	16	58.0	2	3
3182	202305021112	2018104379	1188	1167	2	0	5	466	0	47.2	11	57.0	2	4
3184	202305021112	2019105336	5585	1126	4	0	4	490	-2	3.7	2	58.0	3	5
3189	202305021112	2019105045	1127	1103	9	0	4	526	-8	34.6	9	58.0	3	6
3195	202305021112	2017104823	1122	1097	15	2	6	460	-2	14.9	5	58.0	4	7
3186	202305021112	2018103018	1043	1195	6	0	5	482	6	21.7	6	58.0	4	8
3185	202305021112	2019104997	422	1132	5	0	4	516	-1	43.9	10	58.0	5	9
3187	202305021112	2018105748	684	420	7	0	5	464	0	134.7	14	58.0	5	10
3192	202305021112	2017106722	1184	1005	12	2	6	456	4	165.7	15	56.0	6	11
3190	202305021112	2018103276	1077	1106	10	0	5	484	0	5.0	4	58.0	6	12
3191	202305021112	2018101214	1096	1077	11	1	5	474	4	33.1	8	56.0	7	13
3196	202305021112	2016104444	1158	1067	16	2	7	516	10	124.8	13	58.0	7	14
3181	202305021112	2019102454	1176	1078	1	0	4	506	-10	4.8	3	58.0	8	15
3183	202305021112	2019106691	1092	1123	3	0	4	478	-10	3.4	1	58.0	8	16
3385	202305021201	2020100570	1169	1162	7	0	3	506	18	60.4	7	56.0	1	1
3383	202305021201	2020102857	1188	1008	5	0	3	526	-2	18.8	6	55.0	1	2
3389	202305021201	2020100043	1205	1026	11	0	3	468	0	603.1	16	53.0	2	3
3388	202305021201	2020100274	1096	1100	10	0	3	424	4	296.1	13	56.0	2	4
3391	202305021201	2020104583	1192	1047	13	0	3	474	-2	501.2	15	55.0	3	5
3386	202305021201	2020102399	1161	1047	8	0	3	522	8	75.1	8	56.0	3	6
3387	202305021201	2020100470	733	1153	9	0	3	554	6	85.1	9	56.0	4	7
3384	202305021201	2020102771	1150	1086	6	2	3	468	-14	9.3	5	56.0	4	8
3392	202305021201	2020103843	422	1174	14	1	3	466	-4	106.0	10	54.0	5	9
3379	202305021201	2020102956	1170	1112	1	0	3	524	6	5.9	3	56.0	5	10
3381	202305021201	2020106146	5585	1074	3	0	3	470	6	2.3	1	56.0	6	11
3382	202305021201	2020102207	5386	1020	4	0	3	424	-2	3.3	2	56.0	6	12
3390	202305021201	2020107213	1184	1005	12	0	3	452	-4	419.0	14	54.0	7	13
3393	202305021201	2020100361	1091	1056	15	0	3	502	-2	258.6	12	56.0	7	14
3380	202305021201	2020107050	5212	1109	2	0	3	434	-14	8.1	4	56.0	8	15
3394	202305021201	2020106231	1085	1031	16	0	3	500	0	147.7	11	56.0	8	16
3404	202305021202	2020105611	1122	1190	10	0	3	468	4	73.5	10	56.0	1	1
3395	202305021202	2020100950	1043	1125	1	0	3	480	0	13.1	6	56.0	1	2
3405	202305021202	2020104197	1135	1043	11	0	3	492	2	443.6	16	56.0	2	3
3403	202305021202	2020100749	1192	1086	9	0	3	520	4	70.7	8	55.0	2	4
3406	202305021202	2020101975	1095	1143	12	1	3	530	0	119.5	12	54.0	3	5
3397	202305021202	2020101983	1085	1031	3	0	3	492	-4	5.0	3	56.0	3	6
3399	202305021202	2020106888	1174	1017	5	1	3	476	8	13.4	7	54.0	4	7
3408	202305021202	2020101706	1131	1059	14	0	3	538	0	126.9	13	56.0	4	8
3410	202305021202	2020106008	1188	1112	16	1	3	486	0	115.8	11	53.0	5	9
3409	202305021202	2020103421	5386	1118	15	0	3	510	2	3.9	2	56.0	5	10
3407	202305021202	2020101824	1091	1179	13	1	3	450	5	365.0	15	54.0	6	11
3402	202305021202	2020100785	1183	1064	8	0	3	476	6	71.4	9	54.0	6	12
3400	202305021202	2020104204	1173	1093	6	0	3	456	8	192.4	14	56.0	7	13
3396	202305021202	2020103574	422	1175	2	0	3	490	4	5.9	4	56.0	7	14
3398	202305021202	2020101109	1197	1052	4	0	3	490	-2	7.0	5	53.0	8	15
3401	202305021202	2020104122	5339	1023	7	0	3	492	-2	3.7	1	56.0	8	16
3423	202305021203	2020103272	1192	420	13	0	3	492	8	371.4	14	55.0	1	1
3418	202305021203	2020103155	1043	421	8	0	3	518	0	331.9	13	56.0	1	2
3413	202305021203	2020105372	422	1089	3	0	3	486	-8	18.7	8	56.0	2	3
3415	202305021203	2020100417	666	1024	5	0	3	442	4	10.8	3	56.0	2	4
3424	202305021203	2020105381	1161	421	14	0	3	462	0	284.5	12	56.0	3	5
3421	202305021203	2020106867	689	1187	11	0	3	486	-4	13.4	4	56.0	3	6
3412	202305021203	2020103087	1085	1152	2	0	3	490	2	16.4	7	56.0	4	7
3414	202305021203	2020105670	1135	1175	4	0	3	516	-2	14.6	5	56.0	4	8
3419	202305021203	2020105068	1203	1182	9	0	3	534	-6	390.1	15	53.0	5	10
3411	202305021203	2020103318	5339	1081	1	0	3	500	-12	2.0	1	56.0	6	11
3416	202305021203	2020102758	1188	1081	6	2	3	440	-4	36.4	10	55.0	6	12
3417	202305021203	2020101684	1075	1052	7	0	3	526	0	3.9	2	56.0	7	13
3425	202305021203	2020109013	1205	1167	15	1	3	474	0	549.1	16	51.0	7	14
3420	202305021203	2020100462	1091	1026	10	0	3	506	-4	58.6	11	56.0	8	15
3422	202305021203	2020106403	5386	1102	12	0	3	512	-6	16.2	6	56.0	8	16
3435	202305021204	2020103264	666	1191	9	1	3	460	-2	25.8	9	54.0	1	1
3431	202305021204	2020106698	5339	1167	5	0	3	500	10	12.5	5	56.0	1	2
3432	202305021204	2020102768	1126	1187	6	1	3	500	6	7.9	4	54.0	2	3
3441	202305021204	2020100296	1167	1119	15	1	3	464	10	296.6	13	54.0	2	4
3434	202305021204	2020103600	1163	1097	8	1	3	418	-4	13.9	6	54.0	3	5
3437	202305021204	2020109100	1117	1102	11	1	3	464	0	395.1	17	54.0	3	6
3433	202305021204	2020106974	1135	428	7	0	3	460	4	75.0	11	56.0	4	7
3443	202305021204	2020110016	1009	1093	17	0	3	512	0	207.3	12	56.0	4	8
3440	202305021204	2020100222	1188	1080	14	0	3	494	0	331.5	14	55.0	5	9
3438	202305021204	2020105805	1091	420	12	1	3	476	0	357.6	15	54.0	5	10
3428	202305021204	2020102740	1075	1115	2	0	3	472	14	3.3	2	56.0	6	11
3439	202305021204	2020110122	1140	399	13	1	3	428	-2	29.5	10	54.0	6	12
3430	202305021204	2020103094	1197	1171	4	1	3	456	-4	17.5	7	51.0	7	13
3442	202305021204	2020102221	1207	1156	16	1	3	454	0	360.3	16	51.0	7	15
3427	202305021204	2020103534	5585	1038	1	0	3	476	6	3.3	1	56.0	8	16
3429	202305021204	2020103653	1170	1132	3	1	3	452	-6	6.3	3	54.0	8	17
3436	202305021204	2020103662	5386	1133	10	1	3	484	-10	18.4	8	54.0	8	18
3452	202305021205	2020104945	1077	1106	8	0	3	466	0	184.9	13	56.0	1	1
3457	202305021205	2020103769	1169	1094	13	0	3	450	0	254.1	15	56.0	1	2
3459	202305021205	2020101535	1127	1091	15	0	3	490	-10	9.7	5	56.0	2	3
3448	202305021205	2020100297	1179	1154	4	0	3	474	0	17.1	6	56.0	2	4
3449	202305021205	2020100116	1088	1150	5	0	3	502	4	6.2	3	56.0	3	5
3456	202305021205	2020106166	733	1093	12	0	3	476	-2	192.6	14	56.0	3	6
3450	202305021205	2020101230	684	1038	6	0	3	542	-18	55.5	8	56.0	4	7
3458	202305021205	2020103747	1177	1063	14	0	3	484	2	158.0	12	54.0	4	8
3451	202305021205	2020105361	1117	421	7	0	3	520	8	262.6	16	56.0	5	9
3447	202305021205	2020104207	1092	1038	3	1	3	450	4	3.6	2	54.0	5	10
3454	202305021205	2020100838	1075	405	10	0	3	472	2	106.6	10	56.0	6	11
3446	202305021205	2020104567	5339	1167	2	0	3	454	-6	2.5	1	56.0	6	12
3445	202305021205	2020110130	1043	1126	1	0	3	500	2	7.0	4	56.0	7	13
3460	202305021205	2020103435	1102	1092	16	1	3	446	-4	112.2	11	54.0	7	14
3455	202305021205	2020105456	1126	1177	11	0	3	464	0	58.6	9	56.0	8	15
3453	202305021205	2020101803	1163	1051	9	0	3	504	6	21.5	7	56.0	8	16
3466	202305021206	2019101680	1153	1152	6	1	4	482	-4	177.3	14	56.0	1	1
3467	202305021206	2018106613	1134	1038	7	0	5	530	16	30.9	10	58.0	1	2
3461	202305021206	2019101875	1085	1119	1	0	4	512	4	20.3	8	58.0	2	3
3471	202305021206	2018106472	1197	1108	11	1	5	488	-4	18.0	6	53.0	2	4
3470	202305021206	2019103542	1091	1089	10	0	4	530	-2	20.2	7	58.0	3	5
3473	202305021206	2019102439	1179	1088	13	1	4	472	0	8.1	3	56.0	3	6
3469	202305021206	2018104364	1164	1029	9	1	5	470	10	176.0	13	54.0	4	7
3472	202305021206	2019100937	1135	1109	12	0	4	454	-4	27.8	9	58.0	4	8
3465	202305021206	2019100051	1140	1027	5	0	4	468	-2	5.4	2	58.0	5	9
3474	202305021206	2019102982	1043	1093	14	0	4	520	2	81.6	12	58.0	5	10
3463	202305021206	2018101519	1174	1026	3	1	5	514	10	32.7	11	56.0	6	11
3468	202305021206	2019104773	1163	1115	8	0	4	462	-2	2.2	1	58.0	6	12
3464	202305021206	2019105148	1184	1175	4	0	4	482	-2	9.6	5	56.0	7	13
3462	202305021206	2019104316	422	1076	2	0	4	484	-1	9.3	4	58.0	7	14
3476	202305021206	2019102935	1205	1167	16	1	4	464	12	207.5	15	53.0	8	15
3475	202305021206	2018106897	1177	1026	15	0	5	456	0	220.4	16	56.0	8	16
3481	202305021207	2019104613	1043	1027	5	1	4	492	0	7.1	4	56.0	1	1
3483	202305021207	2018102144	1122	412	7	0	5	466	0	79.5	11	58.0	2	2
3488	202305021207	2019105784	1197	1052	12	0	4	504	-4	21.4	7	55.0	3	3
3480	202305021207	2019105469	1115	1027	4	1	4	428	2	5.3	2	56.0	4	4
3477	202305021207	2019105559	422	1079	1	0	4	482	0	15.8	6	58.0	5	5
3484	202305021207	2018102151	1169	1080	8	0	5	476	2	30.6	8	58.0	5	6
3479	202305021207	2019104567	1179	1133	3	1	4	506	4	6.6	3	56.0	6	7
3485	202305021207	2019106716	1126	1109	9	0	4	462	0	35.4	9	58.0	6	8
3486	202305021207	2018104401	689	1097	10	2	5	478	2	64.8	10	58.0	7	9
3478	202305021207	2019105150	1095	1127	2	0	4	540	0	10.8	5	58.0	7	10
3482	202305021207	2019105383	1088	1150	5	0	4	460	-2	2.0	1	58.0	8	11
3487	202305021207	2019104936	1174	1064	11	1	4	496	18	210.7	12	56.0	8	12
3498	202305021208	2018102917	5212	1029	10	0	5	504	-6	25.9	6	58.0	1	1
3497	202305021208	2019100796	1091	1064	9	1	4	438	6	34.6	8	56.0	2	2
3491	202305021208	2018105524	1043	1081	3	2	5	480	-16	11.6	4	58.0	3	3
3499	202305021208	2017103104	1108	1063	11	1	6	492	0	106.5	11	56.0	4	4
3496	202305021208	2018100410	1174	1158	8	0	5	458	6	37.1	9	58.0	5	5
3490	202305021208	2019105111	666	1097	2	0	4	482	2	11.5	3	58.0	6	6
3494	202305021208	2019105808	1117	1145	6	0	4	462	-2	46.1	10	58.0	6	7
3489	202305021208	2016103080	1163	399	1	0	7	494	0	28.0	7	58.0	7	8
3492	202305021208	2019104800	5386	1055	4	0	4	494	-4	1.8	1	58.0	7	9
3493	202305021208	2019100808	1197	1147	5	1	4	434	-2	20.8	5	56.0	8	10
3495	202305021208	2018105345	5339	1038	7	1	5	440	4	2.9	2	56.0	8	11
3514	202305021209	2017102892	1179	1169	15	0	6	500	0	115.8	13	58.0	1	1
3508	202305021209	2018101796	1043	1193	9	0	5	498	-4	202.9	16	58.0	1	2
3515	202305021209	2018104491	1184	1108	16	0	5	494	-6	43.0	11	58.0	2	3
3506	202305021209	2018101989	1032	1078	7	0	5	470	-2	33.3	10	58.0	2	4
3512	202305021209	2017102676	733	1153	13	0	6	516	-4	195.6	14	58.0	3	5
3504	202305021209	2019104537	1102	1117	5	1	4	480	-2	22.7	7	56.0	3	6
3507	202305021209	2017103117	422	1179	8	1	6	456	2	82.3	12	56.0	4	7
3501	202305021209	2018106693	1122	1081	2	0	5	508	2	9.9	5	58.0	4	8
3500	202305021209	2019103826	1088	1162	1	0	4	560	4	4.4	2	58.0	5	9
3502	202305021209	2019105913	1205	1008	3	0	4	520	2	196.9	15	58.0	5	10
3509	202305021209	2019109100	1170	1086	10	0	4	460	-2	7.4	4	58.0	6	11
3511	202305021209	2018105214	1140	438	12	2	5	492	2	6.5	3	58.0	6	12
3510	202305021209	2018104261	1075	399	11	0	5	478	-4	23.5	8	58.0	7	13
3505	202305021209	2018105503	1077	1028	6	0	5	532	4	31.5	9	58.0	7	14
3503	202305021209	2018105431	5339	1136	4	0	5	516	0	2.6	1	58.0	8	15
3513	202305021209	2019105381	1163	1038	14	0	4	500	-2	16.8	6	58.0	8	16
3520	202305021210	2019104805	1163	1088	5	0	4	514	0	17.5	8	56.0	1	1
3522	202305021210	2019103358	1174	1154	7	0	4	490	-2	25.1	9	56.0	1	2
3525	202305021210	2019105498	1075	1061	10	0	4	488	0	58.2	14	56.0	2	3
3531	202305021210	2018105722	1127	1026	16	1	5	446	-10	61.2	15	53.0	2	4
3516	202305021210	2019105552	5585	1162	1	0	4	506	6	3.1	1	57.0	3	5
3517	202305021210	2019105302	1088	1137	2	2	4	472	-8	12.2	5	56.0	3	6
3530	202305021210	2019104878	1140	1168	15	0	4	506	-6	7.7	3	56.0	4	7
3528	202305021210	2017105588	1122	399	13	0	6	496	-4	43.6	12	55.0	4	8
3523	202305021210	2019104658	1077	1106	8	0	4	490	0	12.3	6	56.0	5	9
3521	202305021210	2018106795	5212	1062	6	0	5	482	-4	30.9	11	56.0	5	10
3524	202305021210	2017101695	666	1085	9	0	6	480	-2	15.4	7	57.0	6	11
3527	202305021210	2019104483	5386	1075	12	1	4	462	0	57.7	13	54.0	6	12
3526	202305021210	2019105846	1043	1110	11	1	4	442	8	138.2	17	54.0	7	13
3518	202305021210	2019105472	5339	1126	3	1	4	500	2	4.5	2	54.0	7	14
3529	202305021210	2018103558	1085	1145	14	1	5	428	2	121.1	16	53.0	8	15
3519	202305021210	2019104711	1170	1059	4	0	4	464	2	9.3	4	56.0	8	16
3532	202305021210	2019103973	1179	420	17	1	4	450	2	27.5	10	54.0	8	17
3536	202305021211	2020102781	1140	1168	4	0	3	494	-2	54.9	9	57.0	1	1
3549	202305021211	2020103722	5339	1126	17	0	3	520	-4	4.5	2	57.0	1	2
3538	202305021211	2020103941	1117	1145	6	0	3	496	2	287.2	16	57.0	2	3
3546	202305021211	2020106402	660	1044	14	0	3	484	-4	68.4	10	57.0	2	4
3534	202305021211	2020102899	1170	1038	2	0	3	460	-2	1.8	1	57.0	3	5
3548	202305021211	2020103333	5212	1105	16	0	3	486	-12	80.4	11	57.0	3	6
3542	202305021211	2020103661	1095	1105	10	0	3	500	-6	88.2	12	57.0	4	7
3544	202305021211	2020101772	1092	1086	12	0	3	506	2	89.7	13	57.0	4	8
3547	202305021211	2020102194	1150	1020	15	0	3	482	2	411.1	18	57.0	5	9
3541	202305021211	2020102832	1174	1061	9	0	3	494	-6	24.9	5	57.0	5	10
3535	202305021211	2020105681	1126	1147	3	0	3	494	-4	25.6	6	57.0	6	11
3533	202305021211	2020103532	5585	1070	1	0	3	478	0	8.3	4	57.0	6	12
3539	202305021211	2020103275	5386	1067	7	0	3	490	-2	143.8	14	57.0	7	13
3540	202305021211	2020106582	666	1148	8	0	3	490	-4	6.9	3	57.0	7	14
3537	202305021211	2020103472	1043	1126	5	0	3	488	4	166.8	15	57.0	7	15
3545	202305021211	2020103496	1075	1067	13	0	3	476	0	322.2	17	57.0	8	16
3543	202305021211	2020103473	1088	1061	11	0	3	490	-4	42.7	7	57.0	8	18
3554	202305021212	2019104978	1088	1071	4	0	4	464	0	5.6	3	56.0	1	1
3568	202305021212	2018104951	1163	1151	18	0	5	512	-1	74.8	13	58.0	1	2
3561	202305021212	2016104632	1140	1055	11	0	7	478	-6	33.4	9	56.0	2	3
3559	202305021212	2019103588	5212	1020	9	1	4	438	4	8.3	5	56.0	2	4
3557	202305021212	2015105032	1077	1061	7	0	8	514	-2	67.7	11	58.0	3	5
3555	202305021212	2019100109	1032	1144	5	0	4	464	-2	4.9	2	57.0	3	6
3552	202305021212	2017105379	1102	1117	2	0	6	484	-12	11.2	6	57.0	4	7
3564	202305021212	2017102537	641	1010	14	2	6	428	2	205.1	16	54.0	4	8
3562	202305021212	2016102175	1115	1098	12	2	7	466	-6	126.6	14	56.0	5	9
3551	202305021212	2017104936	5585	1061	1	0	6	478	-8	7.8	4	58.0	5	10
3560	202305021212	2019104629	1174	1061	10	0	4	494	6	19.6	8	57.0	6	11
3566	202305021212	2017105106	1127	1075	16	0	6	480	0	355.5	18	54.0	6	12
3558	202305021212	2018105131	1095	1159	8	0	5	530	0	42.7	10	56.0	7	13
3556	202305021212	2019106698	1122	1097	6	0	4	512	0	18.4	7	56.0	7	14
3565	202305021212	2017105525	5386	1002	15	0	6	490	4	167.5	15	58.0	7	15
3553	202305021212	2019105207	5339	399	3	1	4	430	8	3.2	1	55.5	8	16
3563	202305021212	2017102406	1188	1112	13	1	6	438	0	282.2	17	51.0	8	17
3567	202305021212	2016105239	1085	1054	17	0	7	472	4	68.9	12	57.0	8	18
3741	202305030101	2015104512	1067	1071	2	0	8	522	-6	4.2	3	60.0	2	2
3742	202305030101	2017106236	1023	420	3	2	6	456	-6	22.2	6	60.0	3	3
3745	202305030101	2017103381	1087	1031	6	0	6	472	-2	7.6	4	60.0	4	4
3743	202305030101	2018100430	1059	417	4	2	5	466	4	4.2	2	60.0	5	5
3746	202305030101	2015104010	1113	1051	7	2	8	476	6	42.4	8	60.0	6	6
3747	202305030101	2018103997	1120	1165	8	0	5	488	-6	87.9	9	60.0	7	7
3744	202305030101	2018105291	1068	1116	5	0	5	468	2	7.9	5	60.0	8	8
3740	202305030101	2017105375	1069	1191	1	0	6	496	6	2.4	1	60.0	8	9
3764	202305030102	2020105896	1029	1089	16	1	3	472	8	202.7	16	54.0	1	1
3754	202305030102	2020106976	1135	1081	6	1	3	520	8	31.7	8	54.0	1	2
3759	202305030102	2020100384	1192	1047	11	1	3	468	2	176.8	15	53.0	2	3
3755	202305030102	2020100721	1117	1080	7	1	3	444	6	14.6	5	54.0	2	4
3760	202305030102	2020101825	1077	1079	12	1	3	490	0	66.8	13	54.0	3	5
3752	202305030102	2020102074	1173	1005	4	1	3	470	14	52.4	11	54.0	3	6
3751	202305030102	2020102797	1170	1059	3	1	3	474	4	2.4	1	54.0	4	7
3761	202305030102	2020100176	5386	1126	13	1	3	432	-2	14.4	4	54.0	4	8
3762	202305030102	2020101239	1091	1109	14	1	3	454	6	64.4	12	54.0	5	9
3753	202305030102	2020103546	1177	405	5	1	3	438	-10	43.0	9	52.0	5	10
3763	202305030102	2020102102	733	1103	15	1	3	452	-6	17.6	6	54.0	6	11
3749	202305030102	2020103552	5585	1070	1	1	3	458	-6	2.6	2	54.0	6	12
3750	202305030102	2020105930	1205	1115	2	1	3	446	2	43.1	10	51.0	7	13
3756	202305030102	2020102712	1096	1116	8	1	3	422	-4	11.0	3	54.0	7	14
3757	202305030102	2020102577	1188	1109	9	1	3	490	-2	116.8	14	53.0	8	15
3758	202305030102	2020106970	1109	437	10	1	3	430	0	31.3	7	54.0	8	16
3766	202305030103	2020101655	1085	1031	2	0	3	492	-6	5.2	3	56.0	1	1
